7:51:02 AM	3999	1456	2504	3983
7:51:02 AM	4023	1456	2513	3978
7:51:02 AM	4026	1451	2517	3977
7:51:02 AM	4040	1453	2519	3984
7:51:02 AM	4028	1459	2547	4042
7:51:02 AM	4056	1468	2634	4178
7:51:02 AM	4121	1481	2790	4381
7:51:02 AM	4208	1496	2865	4445
7:51:02 AM	4335	1486	2903	4465
7:51:02 AM	4275	1482	2907	4469
7:51:02 AM	4254	1475	2893	4447
7:51:02 AM	4295	1465	2871	4420
7:51:02 AM	4334	1454	2827	4381
7:51:02 AM	4226	1441	2802	4367
7:51:02 AM	4206	1435	2793	4364
7:51:02 AM	4229	1434	2792	4359
7:51:02 AM	4270	1424	2783	4349
7:51:02 AM	4243	1418	2778	4351
7:51:02 AM	4150	1418	2771	4342
7:51:02 AM	4141	1420	2787	4366
7:51:02 AM	4178	1441	2820	4390
7:51:02 AM	4226	1448	2856	4416
7:51:02 AM	4263	1447	2879	4434
7:51:02 AM	4246	1450	2894	4445
7:51:02 AM	4261	1444	2897	4441
7:51:02 AM	4320	1446	2901	4448
7:51:02 AM	4331	1447	2914	4456
7:51:02 AM	4333	1446	2926	4463
7:51:02 AM	4335	1441	2924	4460
7:51:02 AM	4337	1443	2917	4454
7:51:02 AM	4266	1445	2905	4445
7:51:02 AM	4322	1445	2896	4441
7:51:02 AM	4378	1445	2896	4435
7:51:02 AM	4356	1449	2905	4444
7:51:02 AM	4433	1454	2917	4451
7:51:02 AM	4455	1461	2915	4444
7:51:02 AM	4450	1455	2912	4436
7:51:02 AM	4439	1461	2909	4434
7:51:02 AM	4502	1467	2905	4435
7:51:02 AM	4471	1472	2902	4427
7:51:02 AM	4453	1476	2901	4417
7:51:02 AM	4434	1485	2890	4417
7:51:02 AM	4437	1476	2894	4419
7:51:02 AM	4435	1483	2890	4420
7:51:02 AM	4420	1475	2892	4417
7:51:02 AM	4561	1479	2888	4416
7:51:02 AM	4586	1477	2883	4411
7:51:02 AM	4698	1480	2875	4403
7:51:02 AM	4335	1479	2871	4405
7:51:02 AM	4291	1479	2867	4394
7:51:02 AM	4272	1477	2857	4393
7:51:02 AM	4279	1477	2848	4388
7:51:02 AM	4278	1474	2848	4389
7:51:02 AM	4297	1470	2840	4379
7:51:02 AM	4301	1468	2835	4377
7:51:02 AM	4301	1474	2828	4373
7:51:02 AM	4287	1467	2821	4368
7:51:02 AM	4407	1463	2812	4363
7:51:02 AM	4378	1461	2798	4357
7:51:02 AM	4320	1457	2772	4343
7:51:02 AM	4306	1463	2753	4334
7:51:02 AM	4293	1463	2730	4309
7:51:02 AM	4330	1467	2689	4264
7:51:02 AM	4276	1468	2621	4162
7:51:02 AM	4273	1473	2565	4093
7:51:02 AM	22886	1460	2541	4079
7:51:02 AM	23069	1461	2527	4069
7:51:02 AM	23098	1457	2530	4075
7:51:02 AM	4650	1462	2522	4059
7:51:02 AM	23032	1455	2544	4081
7:51:02 AM	21265	1449	2538	4080
7:51:03 AM	22084	1445	2563	4121
7:51:03 AM	4063	1452	2624	4201
7:51:03 AM	4122	1465	2728	4314
7:51:03 AM	4164	1474	2823	4414
7:51:03 AM	4192	1481	2946	4513
7:51:03 AM	21861	1481	3026	4581
7:51:03 AM	21846	1469	3101	4642
7:51:03 AM	21621	1467	3129	4662
